trialNumber,subid,condition,pre_post,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4
22,PLR136,anticipated_w,pre,1003,4810,6,0,2211.2058,237.0064,847.2921,763.5339,853.874
23,PLR136,anticipated_b,post,1002,4810,12,0,2373.502,106.5897,-11.5264,-177.44,-271.9075
24,PLR136,anticipated_w,pre,1003,4812,7,0,1562.165,166.8069,572.6978,871.2614,1096.9043
25,PLR136,anticipated_w,pre,1003,4810,8,0,2783.2612,407.5938,64.1029,-28.0679,74.3796
26,PLR136,anticipated_w,pre,1003,4812,9,0,2810.238,233.2347,355.9862,-11.0819,124.1801
27,PLR136,anticipated_w,pre,1002,4810,10,0,2094.243,31.4188,166.5777,-290.6842,625.3494
28,PLR136,unexpected_w,pre,1003,4812,6,0,2127.312,265.429,322.1712,550.1075,566.7205
29,PLR136,anticipated_w,post,1003,4812,11,0,2115.31,-314.6934,-211.2249,454.3896,783.3791
30,PLR136,anticipated_w,post,1003,4810,12,0,4037.2744,-250.3308,-881.3544,-1600.8658,-1348.9992
31,PLR136,unexpected_w,pre,1003,4810,7,0,3005.518,-2.156,-269.6106,18.4902,-122.6693
32,PLR136,unexpected_b,pre,1003,4812,8,0,1926.006,407.8148,637.7318,626.9339,616.8406
33,PLR136,anticipated_w,post,1002,4810,13,0,2243.3281,-180.2949,208.6253,586.1236,987.9198
34,PLR136,anticipated_b,post,1003,4810,13,0,2434.6687,148.4452,364.3104,601.1504,657.2934
35,PLR136,unexpected_b,pre,1003,4810,9,0,2450.4345,-249.7204,-54.8547,49.5487,-28.45
36,PLR136,anticipated_w,post,1003,4808,14,0,2232.282,-196.2379,307.5919,576.9055,844.7684
37,PLR136,anticipated_b,post,1002,4810,14,0,2092.54,-538.7921,-179.2595,-90.0831,-119.6934
38,PLR136,anticipated_b,post,1002,4810,15,0,1802.15,123.1896,448.8822,572.4866,601.5601
39,PLR136,unexpected_b,pre,1002,4810,10,0,2094.628,511.8698,802.0863,905.9949,1247.8783
40,PLR136,unexpected_b,post,1002,4810,11,0,1603.068,-52.848,204.2358,832.5783,1065.5076
41,PLR136,anticipated_w,post,1003,4810,15,0,1993.4096,-156.397,87.0967,185.2522,1021.7984
42,PLR136,unexpected_b,post,1002,4808,12,0,2763.6722,-20.6847,-220.2646,-69.1953,372.1977
43,PLR136,anticipated_w,post,1003,4810,16,0,2141.298,749.9653,816.8211,1255.8999,1320.8806
44,PLR136,unexpected_w,post,1003,4810,13,0,2958.3057,-48.5349,198.4299,123.7341,18.1397
45,PLR136,anticipated_w,post,1003,4810,17,0,2049.5527,-55.3865,313.0218,893.5275,925.7246
46,PLR136,unexpected_w,post,1002,4810,14,0,2046.808,-365.3529,-104.3154,459.2508,589.0449
47,PLR136,anticipated_b,post,1002,4808,16,0,1761.731,260.1892,991.3076,943.8274,658.9098
48,PLR136,unexpected_w,post,1002,4812,15,0,1130.452,91.1534,568.6656,995.9534,1150.1488
49,PLR136,anticipated_b,post,1002,4810,17,0,1739.252,178.2044,58.6997,824.0726,1292.8278
50,PLR136,anticipated_w,post,1002,4810,18,0,1884.936,355.0757,329.1249,-32.7164,-320.7133
51,PLR136,anticipated_b,post,1003,4812,18,0,2628.1908,48.6033,281.1275,204.2789,549.7126
52,PLR136,anticipated_b,post,1003,4810,19,0,2908.184,278.5229,563.1598,472.2209,885.2761
53,PLR136,unexpected_w,post,1002,4808,16,0,2610.0795,-440.214,-332.0043,-118.4892,-69.4177
54,PLR136,anticipated_w,post,1002,4810,19,0,1846.059,250.6175,657.5019,927.1847,1427.4389
55,PLR136,unexpected_w,post,1003,4810,17,0,2355.6362,-269.6572,-268.2856,366.2063,836.9521
56,PLR136,unexpected_b,post,1002,4810,18,0,2759.358,-35.6252,76.4769,121.9844,376.9634
57,PLR136,unexpected_w,post,1003,4812,19,0,1589.2153,18.5339,723.3057,1332.2253,1584.5484
58,PLR136,unexpected_b,post,1003,4810,20,0,2092.784,426.1551,510.7822,351.3357,102.3715
59,PLR136,anticipated_w,post,1002,4810,20,0,2232.3604,661.7366,965.2363,1370.9463,1514.7615
60,PLR136,anticipated_b,post,1002,4810,20,0,2119.5589,-305.0211,-189.0358,-94.04,-35.6954
1,PLR137,unexpected_w,pre,1000,4838,1,1,3136.2016,83.9623,201.7868,4.3845,135.7417
2,PLR137,anticipated_b,pre,1003,4810,1,0,2755.808,466.6983,676.1211,390.4882,501.8496
3,PLR137,unexpected_w,pre,1002,4810,2,0,3097.346,174.711,356.809,464.4534,244.1154
4,PLR137,anticipated_w,pre,1003,4812,1,1,2858.52,-122.8162,344.3476,646.5913,713.6187
5,PLR137,anticipated_w,pre,1002,4810,2,0,2483.392,93.7193,928.4378,1229.4462,1197.8664
6,PLR137,anticipated_w,pre,1002,4808,3,0,3124.432,-18.2366,235.6394,477.2004,345.7214
7,PLR137,anticipated_b,pre,1003,4810,2,0,3111.426,124.0257,278.6034,537.0152,473.511
8,PLR137,anticipated_b,pre,1003,4812,3,0,2900.238,322.6822,626.8145,683.2137,762.3986
9,PLR137,anticipated_b,pre,1002,4810,4,1,3362.4883,-463.1773,98.8311,282.684,158.1504
10,PLR137,unexpected_w,pre,1002,4808,3,0,2380.346,580.5237,980.2183,927.446,1036.5069
11,PLR137,anticipated_b,pre,1003,4810,5,1,2646.5476,283.1565,704.5995,996.2234,970.8348
12,PLR137,anticipated_b,pre,1003,4812,6,1,3457.724,-50.4499,-25.97,130.4945,323.0533
13,PLR137,unexpected_w,pre,1003,4812,4,0,3149.512,250.3388,519.0678,300.4523,500.0489
14,PLR137,anticipated_w,pre,1003,4812,4,1,2854.1892,-106.8329,476.7583,708.9999,690.9243
15,PLR137,unexpected_b,pre,1003,4810,5,0,3184.646,-81.9241,178.9199,265.9002,444.6649
16,PLR137,anticipated_b,pre,1003,4810,7,0,2988.1671,46.6775,530.8456,705.2363,689.9779
17,PLR137,unexpected_b,pre,1002,4810,6,0,3104.7428,194.5033,293.3194,436.1858,463.5135
18,PLR137,anticipated_w,pre,1002,4810,5,1,2992.914,85.4789,497.7142,559.9557,833.5818
19,PLR137,anticipated_w,pre,1003,4812,6,0,2517.28,455.365,770.6486,576.428,815.6045
20,PLR137,unexpected_w,pre,1003,4810,7,0,3168.9418,-87.4234,70.5478,28.6107,-30.7128
21,PLR137,anticipated_b,pre,1003,4812,8,0,2822.558,286.4882,655.3769,729.5134,359.3075
22,PLR137,unexpected_b,pre,1003,4812,8,0,3098.33,30.2099,139.3738,-38.2859,73.2645
23,PLR137,anticipated_w,pre,1003,4812,7,1,3282.392,195.503,226.2297,218.3349,451.6395
24,PLR137,unexpected_w,pre,1003,4810,9,0,2861.8535,240.2183,497.2051,462.0793,435.7432
25,PLR137,unexpected_w,pre,1002,4808,10,0,2843.646,-197.8624,-164.7321,-158.375,245.9906
26,PLR137,anticipated_b,pre,1002,4810,9,1,2640.656,455.7747,551.5667,440.4701,729.4574
27,PLR137,unexpected_w,post,1003,4812,11,0,2813.518,279.4484,674.3136,915.7172,840.8013
28,PLR137,unexpected_w,post,1003,4810,12,0,2999.0068,208.3908,409.4333,34.7159,234.1928
29,PLR137,anticipated_b,pre,1003,4812,10,0,3016.224,84.3243,238.676,508.9163,618.2739
30,PLR137,unexpected_b,post,1002,4808,13,0,3245.82,161.0617,-165.1471,-199.5427,252.2682
31,PLR137,anticipated_w,pre,1002,4810,8,0,2962.964,67.4702,660.5783,835.1999,948.7377
32,PLR137,anticipated_b,post,1003,4812,11,1,3157.0956,101.1095,333.044,421.0662,447.8729
33,PLR137,unexpected_b,post,1002,4810,14,0,3389.265,-811.2503,-201.1936,-199.6137,-592.7734
34,PLR137,unexpected_b,post,1002,4810,15,0,3285.072,-355.0132,-661.4769,-412.4459,85.2725
35,PLR137,anticipated_w,pre,1002,4808,9,1,3419.68,-54.1548,162.6981,345.1288,391.8704
36,PLR137,anticipated_w,pre,1002,4810,10,0,2990.6758,0.94422,530.6349,788.1583,761.3179
37,PLR137,anticipated_w,post,1003,4810,11,0,2620.0956,158.8328,708.7574,497.9044,714.6481
38,PLR137,anticipated_b,post,1003,4812,12,0,2879.326,-1.2482,155.2026,-94.4079,168.6278
39,PLR137,anticipated_b,post,1002,4810,13,0,2922.48,310.2891,386.5566,511.5242,466.3982
40,PLR137,anticipated_w,post,1003,4810,12,0,3143.9551,100.0731,142.9441,-235.245,186.0008
41,PLR137,unexpected_b,post,1002,4810,16,0,2443.026,540.2599,612.7059,726.6643,774.6988
42,PLR137,anticipated_w,post,1003,4812,13,0,2886.138,-448.964,91.4029,459.4712,535.7738
43,PLR137,anticipated_b,post,1003,4812,14,0,2989.754,95.017,117.0821,41.5527,410.3973
44,PLR137,unexpected_b,post,1002,4810,17,0,3237.24,-29.6786,-378.5259,-394.1749,22.0079
45,PLR137,unexpected_b,post,1003,4810,18,0,3016.355,-492.7121,-118.5126,76.7416,299.1303
46,PLR137,anticipated_b,post,1002,4810,15,0,3368.108,111.8335,259.5684,371.3689,401.4529
47,PLR137,anticipated_b,post,1003,4812,16,0,3388.244,-255.3995,59.6342,444.2896,643.9787
48,PLR137,unexpected_b,post,1003,4812,19,0,3482.128,-15.1406,-680.1755,-800.899,-153.0755
49,PLR137,anticipated_b,post,1003,4812,17,0,3214.3378,112.9355,42.4894,331.0719,633.553
50,PLR137,anticipated_b,post,1002,4810,18,0,3160.4338,27.0166,-227.0299,-25.7132,53.6041
51,PLR137,anticipated_w,post,1002,4808,14,0,3341.018,174.8728,239.2152,-602.9256,-459.1903
52,PLR137,anticipated_b,post,1002,4812,19,0,2841.45,94.7538,200.05,93.279,316.5563
53,PLR137,anticipated_b,post,1003,4810,20,0,3310.132,-66.2791,15.0802,298.5823,608.0109
54,PLR137,unexpected_w,post,1002,4810,20,0,2738.6392,-227.3115,392.6402,323.1339,357.8503
55,PLR137,anticipated_w,post,1002,4810,15,0,3349.076,-143.4773,-267.597,-128.4815,-74.8344
56,PLR137,anticipated_w,post,1003,4810,16,0,3032.332,93.7205,19.0546,-112.5505,2.4495
57,PLR137,anticipated_w,post,1002,4810,17,0,3181.024,204.7911,-29.5579,-183.5681,-364.7782
58,PLR137,anticipated_w,post,1002,4812,18,0,2567.194,74.8647,327.691,-255.9272,-124.3158
59,PLR137,anticipated_w,post,1002,4810,19,1,2369.784,-78.9416,-176.1453,-48.7777,419.6614
60,PLR137,anticipated_w,post,1002,4810,20,0,2725.92,318.9624,623.6283,98.6031,-166.8927
1,PLR138,anticipated_b,pre,1000,4836,1,1,2425.386,25.3094,116.9901,115.3598,264.3115
2,PLR138,anticipated_w,pre,1002,4810,1,1,2307.9962,-168.0182,119.8231,265.0962,235.426
3,PLR138,unexpected_w,pre,1002,4810,1,0,2503.1346,-257.9057,-138.5695,15.1133,130.6826
4,PLR138,anticipated_w,pre,1003,4812,2,0,2232.05,64.1468,4.2651,4.6496,-102.2265
5,PLR138,anticipated_b,pre,1002,4812,2,1,2200.694,-72.8505,-179.402,-112.5322,-0.011227
6,PLR138,unexpected_w,pre,1003,4810,2,0,1857.8958,132.2997,195.9162,324.1651,263.0034
7,PLR138,anticipated_w,pre,1003,4812,3,0,2158.328,21.5943,-48.9047,33.8401,132.9787
8,PLR138,anticipated_b,pre,1002,4810,3,1,2160.612,4.1023,-75.9657,-95.1561,8.8187
9,PLR138,anticipated_w,pre,1002,4812,4,1,2148.282,68.6949,63.5593,117.9428,175.3924
10,PLR138,unexpected_w,pre,1003,4810,3,0,2169.7416,-3.0561,158.9055,-19.1911,105.7122
11,PLR138,unexpected_b,pre,1002,4808,4,0,2471.284,-64.8323,-174.3953,-110.5886,-72.7441
12,PLR138,anticipated_w,pre,1003,4812,5,0,2296.383,-11.3165,10.5325,-21.1229,-6.9124
13,PLR138,anticipated_b,pre,1822,5630,4,0,3485.2,-914.0139,-678.1619,-892.8765,-898.4101
14,PLR138,unexpected_b,pre,1003,4812,5,0,2725.458,-22.5432,-26.1034,-54.7395,-2.2668
15,PLR138,anticipated_b,pre,1003,4812,5,0,2474.054,-107.699,-83.8145,-17.8796,-100.7557
16,PLR138,anticipated_w,pre,1002,4808,6,0,2314.922,53.6263,-125.6804,90.4877,179.6074
17,PLR138,unexpected_b,pre,1003,4812,6,1,2282.512,-225.2851,160.9775,222.009,110.0174
18,PLR138,unexpected_w,pre,1003,4812,7,1,2780.416,-196.4223,-228.5946,-228.1492,-553.6513
19,PLR138,anticipated_b,pre,1003,4810,6,0,2059.2457,-78.5761,-88.5503,192.0442,157.7039
20,PLR138,anticipated_b,pre,1002,4808,7,1,2113.844,57.4774,-1.6444,47.5321,331.0678
21,PLR138,anticipated_b,pre,1003,4812,8,1,2830.53,-18.0184,-4.2491,53.3376,55.0246
22,PLR138,anticipated_b,pre,1002,4810,9,0,2911.7728,-255.4024,-271.3233,-449.2791,-240.5901
23,PLR138,anticipated_b,pre,1002,4810,10,0,3239.6377,-68.6284,426.7492,-191.5537,-70.1104
24,PLR138,anticipated_b,post,1002,4810,11,0,2934.792,137.8051,88.521,147.4139,52.5735
25,PLR138,unexpected_w,pre,1002,4808,8,0,3801.388,-140.5272,-147.6664,-397.8775,-399.2851
26,PLR138,anticipated_w,pre,1286,5096,7,0,3695.4,-476.9695,-528.8265,-479.734,-639.4147
27,PLR138,anticipated_b,post,1003,4812,12,0,2690.024,61.4109,73.4508,-132.4106,74.768
28,PLR138,unexpected_w,pre,1003,4810,9,0,2331.924,14.4773,76.5844,-9.1215,165.7063
29,PLR138,anticipated_w,pre,1002,4810,8,0,2476.8666,-118.5599,-95.3956,-231.2931,-286.8477
30,PLR138,unexpected_b,pre,1003,4812,10,1,2491.2184,-113.2245,-29.73,-86.4958,-107.5252
31,PLR138,anticipated_b,post,1003,4812,13,0,2189.888,-59.7094,-68.5183,105.5448,240.7254
32,PLR138,anticipated_w,pre,1002,4810,9,0,2414.616,4.9641,57.8325,107.7432,224.0037
33,PLR138,anticipated_w,pre,1885,5692,10,0,3372.4,-482.5929,-1238.3727,-978.2655,-889.5849
34,PLR138,unexpected_w,post,1003,4812,11,0,2713.12,77.9199,-199.5711,-203.2713,-99.4939
35,PLR138,unexpected_b,post,1003,4810,12,0,2421.998,85.5986,6.7492,26.9838,441.0482
36,PLR138,unexpected_b,post,1002,4808,13,0,2339.024,277.7467,371.2223,612.4609,616.9634
37,PLR138,anticipated_w,post,1002,4812,11,0,2873.828,-150.1748,-311.6158,-345.807,-348.0129
38,PLR138,unexpected_w,post,1003,4812,14,0,2934.2,-31.4921,-165.8324,-275.6349,-349.8345
39,PLR138,anticipated_w,post,1002,4810,12,0,2124.086,104.0716,163.5737,156.3951,125.3027
40,PLR138,anticipated_w,post,1002,4810,13,0,2973.252,-52.164,-76.1617,-99.8423,-433.5041
41,PLR138,anticipated_b,post,1002,4808,14,1,2519.073,-16.5469,4.2469,-36.4638,4.7232
42,PLR138,anticipated_w,post,1002,4810,14,0,2251.224,-262.4138,284.7541,414.8915,424.4231
43,PLR138,anticipated_w,post,1003,4812,15,0,2582.746,122.1027,41.8359,-42.9624,-64.9897
44,PLR138,anticipated_w,post,1003,4810,16,0,2234.402,-76.0869,7.4951,47.3228,-40.318
45,PLR138,unexpected_w,post,1003,4812,15,0,2254.522,116.957,75.2642,47.7217,115.7469
46,PLR138,unexpected_b,post,1003,4810,16,1,2319.184,-269.8678,-294.518,-172.8058,-218.4277
47,PLR138,anticipated_w,post,1002,4810,17,1,2691.486,-324.2221,-166.1322,128.9762,63.2388
48,PLR138,unexpected_b,post,1003,4812,17,1,2746.698,-23.3976,-127.8388,44.718,-134.6896
49,PLR138,anticipated_b,post,1002,4810,15,0,2421.73,-251.4558,-227.2783,-121.0808,-26.2342
50,PLR138,anticipated_b,post,1003,4810,16,0,3083.6523,229.8203,174.5935,-59.6271,-156.7721
51,PLR138,anticipated_b,post,1002,4810,17,0,2851.104,-179.8271,-163.7413,-307.2861,-191.6943
52,PLR138,anticipated_w,post,1002,4812,18,0,2557.378,-110.9187,-177.7297,-297.2868,466.7943
53,PLR138,anticipated_b,post,1756,5564,18,0,3790,-1103.7768,-1130.0103,-739.8256,-918.8866
54,PLR138,unexpected_b,post,1003,4812,18,0,3594.898,-84.8287,97.873,-232.4022,-280.3707
55,PLR138,anticipated_w,post,1002,4810,19,0,3377.996,-354.0674,-197.9477,-94.1683,-233.2943
56,PLR138,anticipated_b,post,1003,4810,19,0,3425.436,78.7386,89.307,117.1564,217.5425
57,PLR138,anticipated_w,post,1002,4810,20,0,2804.6649,-255.6735,-227.9861,-22.3437,-370.7847
58,PLR138,anticipated_b,post,1003,4812,20,1,2379.676,107.658,66.5614,105.8471,383.7715
59,PLR138,unexpected_w,post,1002,4810,19,0,2160.866,-129.2421,243.9999,431.3336,436.6949
60,PLR138,unexpected_b,post,1002,4808,20,0,2456.2776,73.0554,53.7497,-47.8385,-213.6074
1,PLR139,anticipated_b,pre,1001,4838,1,1,3983.198,229.365,812.573,1039.8881,1290.5583
2,PLR139,anticipated_w,pre,1002,4810,1,1,4327.022,21.1818,574.8078,709.0704,842.7784
3,PLR139,anticipated_b,pre,1002,4810,2,0,4634.81,153.2537,-240.7691,-289.3394,188.6627
4,PLR139,anticipated_w,pre,1003,4812,2,1,3794.03,32.1276,563.2137,686.2662,1059.9868
5,PLR139,anticipated_w,pre,1003,4810,3,1,4280.008,-77.1151,444.513,501.0382,532.3681
6,PLR139,anticipated_w,pre,1002,4810,4,1,4437.984,30.727,189.8994,438.2156,508.8647
7,PLR139,unexpected_w,pre,1003,4812,1,0,4581.024,160.1399,313.4256,288.6525,118.6315
8,PLR139,anticipated_b,pre,1002,4810,3,1,4111.3672,-342.8039,-221.3788,354.9248,737.8471
9,PLR139,unexpected_b,pre,1002,4810,2,0,4330.5204,246.6645,701.4964,189.6708,137.7212
10,PLR139,anticipated_w,pre,1002,4808,5,0,4403.256,-274.6741,-15.8821,280.0297,452.1158
11,PLR139,anticipated_w,pre,1002,4810,6,1,4078.022,432.3646,750.4738,956.6608,1262.4738
12,PLR139,anticipated_w,pre,1003,4812,7,0,4352.438,147.5935,526.0704,845.8099,964.167
13,PLR139,anticipated_b,pre,1002,4810,4,0,3781.6878,374.3679,760.4214,1221.8899,1663.0958
14,PLR139,unexpected_b,pre,1003,4810,3,0,4689.079,-76.7728,-89.7665,-56.279,275.6668
15,PLR139,anticipated_w,pre,1002,4808,8,1,4001.916,561.9201,1003.0966,1202.8739,1412.9916
16,PLR139,anticipated_w,pre,1003,4810,9,0,4329.4665,395.7205,692.6134,748.9012,899.752
17,PLR139,unexpected_w,pre,1002,4810,4,0,4272.742,333.5752,554.3741,440.6184,90.91
18,PLR139,anticipated_w,pre,1003,4812,10,0,3954.0461,-110.2586,0.70205,373.664,709.019
19,PLR139,unexpected_w,pre,1002,4810,5,0,4693.424,-137.1298,23.9279,-229.84,278.0592
20,PLR139,unexpected_w,pre,1003,4810,6,0,4595.574,-46.0447,-233.1855,-52.7337,85.218
21,PLR139,anticipated_w,post,1002,4812,11,0,3704.0568,-146.1175,324.0357,-49.0734,159.3943
22,PLR139,unexpected_b,pre,1003,4812,7,0,4078.9476,-416.9213,29.2352,285.8654,69.7646
23,PLR139,unexpected_b,pre,1003,4812,8,0,4314.2558,-233.2421,-46.5605,385.6601,633.0131
24,PLR139,anticipated_b,pre,1002,4810,5,0,4990.9338,-1062.4819,-1020.7915,-570.0662,-281.6355
25,PLR139,anticipated_w,post,1002,4808,12,0,4949.332,-158.5673,-20.5337,153.4138,144.2541
26,PLR139,anticipated_w,post,1002,4810,13,1,5063.132,-51.1656,-62.3799,134.1117,166.0214
27,PLR139,unexpected_b,pre,1003,4810,9,0,4473.994,291.9031,-118.5822,340.8064,265.6615
28,PLR139,unexpected_w,pre,1002,4810,10,0,4561.456,155.1785,420.7541,245.3486,203.6701
29,PLR139,anticipated_b,pre,1002,4810,6,0,4853.23,396.2868,471.562,357.4549,62.0494
30,PLR139,unexpected_b,post,1002,4808,11,0,4525.152,337.7755,-92.8411,241.9635,396.6274
31,PLR139,unexpected_w,post,1002,4810,12,0,4910.8,88.9048,-36.582,1.9479,218.1748
32,PLR139,anticipated_b,pre,1003,4812,7,0,4664.482,204.3793,210.1945,425.9907,465.5075
33,PLR139,anticipated_b,pre,1002,4810,8,0,4737.033,-44.3265,64.0391,-16.4238,207.3536
34,PLR139,anticipated_w,post,1003,4812,14,0,5016.82,-153.5902,-46.383,161.0918,-502.1582
35,PLR139,anticipated_b,pre,1003,4810,9,0,4398.984,322.7618,391.2923,0.31222,525.0706
36,PLR139,unexpected_w,post,1002,4808,13,0,4961.828,-83.9162,-159.6809,44.9745,177.6762
37,PLR139,anticipated_w,post,1002,4810,15,0,5198.528,-198.5669,-599.3893,-199.2444,26.5308
38,PLR139,anticipated_b,pre,1002,4810,10,0,4528.688,-119.3902,79.6008,60.5368,418.6187
39,PLR139,anticipated_b,post,1003,4812,11,0,4583.446,118.6139,225.9048,341.0078,440.1843
40,PLR139,anticipated_b,post,1002,4810,12,0,4631.046,-13.9326,-147.5565,29.725,157.6767
41,PLR139,unexpected_b,post,1003,4810,14,0,4629.142,167.7908,434.7551,540.7782,516.4735
42,PLR139,anticipated_w,post,1002,4810,16,0,4386.028,12.1905,267.9405,366.9783,552.2745
43,PLR139,anticipated_w,post,1002,4810,17,0,4353.218,-208.9094,-181.6143,-389.5843,-76.0142
44,PLR139,anticipated_b,post,1002,4810,13,0,4332.6649,-138.184,-91.9618,-45.8162,360.3876
45,PLR139,anticipated_w,post,1002,4812,18,0,4409.78,140.0435,385.8965,626.7494,679.1717
46,PLR139,unexpected_b,post,1003,4810,15,0,4251.818,330.3333,-192.9987,27.3732,479.9698
47,PLR139,anticipated_b,post,1003,4810,14,0,4411.392,156.9609,337.9378,406.7088,499.4273
48,PLR139,anticipated_w,post,1002,4810,19,0,3979.272,-24.9894,328.8529,138.8443,541.6083
49,PLR139,anticipated_b,post,1003,4812,15,0,4325.156,408.4028,861.073,958.0436,1027.6255
50,PLR139,anticipated_b,post,1003,4812,16,0,4848.494,32.2833,88.6405,31.8274,-191.6158
51,PLR139,unexpected_w,post,1003,4812,16,0,4202.1399,291.9504,689.8265,761.3496,775.0344
52,PLR139,anticipated_b,post,1003,4810,17,0,4202.51,26.6203,-250.8372,121.8766,341.6665
53,PLR139,anticipated_b,post,1003,4812,18,1,4046.134,121.5265,44.0791,476.2231,762.929
54,PLR139,unexpected_w,post,1003,4812,17,0,4803.018,96.4526,-299.1766,-210.1882,23.5072
55,PLR139,unexpected_b,post,1002,4810,18,0,4473.418,33.2238,-266.5676,-328.0987,-175.3613
56,PLR139,unexpected_b,post,1003,4812,19,0,3887.9398,160.2717,298.8577,336.5539,677.1211
57,PLR139,anticipated_b,post,1002,4808,19,0,4907.82,-472.4566,-333.8883,-99.7528,195.2472
58,PLR139,anticipated_b,post,1003,4812,20,0,3918.362,323.0057,374.9807,545.0351,845.5519
59,PLR139,anticipated_w,post,1002,4810,20,1,4944.858,88.6696,-364.7721,-100.2992,229.2807
60,PLR139,unexpected_w,post,1003,4810,20,0,4173.464,388.0969,423.3751,129.9617,269.2797
