trialNumber,subid,condition,bgcol,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window0,window95,window190,window285,window380,window475,window570,window665,window760,window855,window950,window1045,window1140,window1235,window1330,window1425,window1520,window1615,window1710,window1805,window1900,window1995,window2090,window2185,window2280,window2375,window2470,window2565,window2660,window2755,window2850,window2945,window3040,window3135,window3230,window3325,window3420,window3515,window3610,window3705,window3800,window3895,window3990,window4085,window4180,window4275,window4370,window4465,window4560,window4655,window4750,window4845,window4940,window5035,window5130,window5225,window5320,window5415,window5510,window5605,window5700,window5795,window5890,window5985,window6080,window6175,window6270,window6365,window6460,window6555,window6650,window6745,window6840,window6935,window7030,window7125,window7220,window7315,window7410,window7505
49,PLR136,anticipated_b,0,post,4th,1002,4810,17,0,1945.3973,26.893,69.5439,98.3905,87.2949,48.4759,4.0651,-78.0153,-181.0035,-276.1696,-336.2393,-357.3333,-338.1087,-309.2936,-287.8376,-233.3025,-155.1912,-67.1499,19.3848,93.8688,161.9125,245.6243,344.5406,467.1137,587.2742,674.5814,745.7793,819.3754,879.4873,908.6627,914.8836,930.0699,952.0716,991.1928,1033.0187,1075.3943,1112.3598,1141.9521,1164.052,1207.5865,1258.0566,1295.1622,1269.8709,1165.8174,1045.5198,973.7272,987.1441,1058.635,1162.369,1296.1975,1459.7805,1642.0614,1818.6755,1952.0652,2033.6639,2076.5856,2089.7855,2087.5831,2093.4082,1891.1813,1184.1728,532.8075,150.234,-126.219,-333.3157,-469.1528,-531.36,-537.181,-517.9292,-478.2851,-444.965,-433.7651,-431.2249,-409.2626,-356.7272,-303.2022,-287.5481,-292.1087,-285.843,-233.8051,-149.2453
50,PLR136,anticipated_w,1,post,4th,1002,4810,18,0,2223.5666,-55.655,-30.2496,-19.7392,1.6433,28.1328,29.3271,24.5856,24.3501,24.1278,23.6668,21.3712,-0.95038,-34.0827,-76.457,-104.5997,-96.7607,-57.6992,8.6837,78.0397,127.3414,114.4007,41.2499,-101.0657,-292.4348,-460.941,-539.4484,-530.6137,-495.7019,-492.0071,-547.7673,-622.0479,-671.8635,-687.8667,-672.5928,-651.5283,-648.3483,-646.5309,-648.7419,-671.5449,-666.2042,-621.7158,-562.2967,-622.7613,-918.8977,-1165.1984,-1296.5887,-1337.8889,-1337.054,-1331.6595,-1321.6733,-1305.4746,-1257.9153,-1186.797,-1160.2854,-1173.1865,-1182.5062,-1205.9684,-1241.8448,-1258.5938,-1230.7315,-1154.1146,-1034.3966,-895.7048,-776.1859,-689.8076,-635.8752,-597.8502,-585.2559,-579.8455,-546.7711,-485.3795,-420.4496,-370.5136,-348.1266,-341.5233,-336.2573,-318.5564,-263.5436,-212.6571,-199.9427
51,PLR136,anticipated_b,0,post,4th,1003,4812,18,0,2714.1962,118.2407,74.478,-26.9663,-75.866,-67.3391,-48.2025,-22.4774,13.7799,88.3913,132.1095,124.5138,110.2124,115.1206,130.5572,159.6537,206.3003,249.4858,284.5685,301.6004,285.3561,257.5462,232.1474,220.8592,219.6876,180.5627,100.7238,45.2337,27.4169,42.277,88.9046,152.6176,221.9987,295.3778,373.9767,448.104,516.2957,581.2536,633.04,686.0636,723.7763,752.5266,776.0412,806.4752,806.0891,788.3689,806.7913,861.0398,930.2503,1004.0121,1077.2141,1168.5649,1274.2649,1368.9654,1442.3994,1477.382,1495.8538,1495.7158,1466.2282,1193.9152,430.9633,-251.1998,-585.5332,-754.445,-891.6116,-1000.8462,-1079.8784,-1081.3477,-1001.0958,-889.3646,-806.4153,-799.9122,-846.3291,-886.7795,-869.6281,-782.7878,-637.6079,-499.8353,-401.2801,-341.7461,-315.043
52,PLR136,anticipated_b,0,post,4th,1003,4810,19,0,3221.6714,-135.3721,-90.0329,-32.2084,37.5529,79.6743,71.0986,50.6024,31.3535,40.5639,107.0566,164.0246,202.0358,233.065,257.1374,279.3001,294.6406,319.3577,319.3955,272.1867,227.512,194.0552,174.1454,186.0238,195.5698,174.8728,160.8763,168.5544,193.0042,233.8133,275.1928,318.2674,390.96,472.5391,563.0237,638.423,699.9638,715.5701,678.5747,637.4311,599.7264,537.0263,460.2665,395.2874,333.9529,298.15,317.3032,371.4302,439.9375,516.8507,609.9242,719.1386,820.5689,908.2563,977.4406,1017.4528,1031.8617,1026.3226,1010.8705,807.2236,103.3394,-604.7943,-1069.596,-1325.0081,-1421.9734,-1438.4796,-1395.1222,-1294.5041,-1130.6582,-943.8859,-792.0789,-714.6989,-647.5535,-612.1119,-612.0542,-634.3206,-661.6989,-648.4367,-594.7754,-565.1609,-552.9895
53,PLR136,unexpected_w,1,post,4th,1002,4808,16,0,2181.5062,201.3429,144.179,70.0172,-3.6383,-79.0441,-128.2418,-129.2341,-83.7236,-39.0054,-3.4533,16.6435,22.702,30.9512,45.898,68.719,100.7038,143.0863,188.8347,185.3662,146.2068,125.5291,139.0002,170.4751,209.3967,249.3186,307.782,391.7004,478.3313,532.6566,490.4838,380.72,303.2293,275.8832,293.6708,340.8479,406.1627,421.3641,382.4567,379.2149,415.0789,454.9011,480.6824,281.3564,-253.0393,-664.7635,-900.1468,-1024.2766,-1081.8315,-1094.2783,-1080.1505,-1048.0504,-1005.53,-986.4318,-1007.8415,-1038.4123,-1051.1301,-1047.9365,-1040.7291,-1044.5258,-1042.3917,-1022.1458,-992.8975,-964.1444,-944.5875,-915.4053,-856.0098,-801.6414,-770.3013,-749.7839,-726.8761,-701.6971,-693.6466,-701.5186,-727.4733,-760.3595,-782.3467,-778.0326,-760.0922,-728.0169,-684.5229
54,PLR136,anticipated_w,1,post,4th,1002,4810,19,0,2038.162,-48.4997,-74.4258,-122.0532,-130.9554,-73.401,18.0945,122.0433,228.304,308.2648,353.2087,391.4002,427.7818,445.6192,471.611,499.9686,520.1068,521.6524,514.2724,507.1462,507.0158,504.5701,517.1391,535.9923,576.1008,641.2483,723.6135,812.4455,906.6197,1009.1938,1123.282,1222.7576,1310.0616,1372.1237,1382.0286,1385.8783,1393.996,1397.8332,1271.3553,1019.0285,823.1533,733.0306,734.2187,633.173,151.2366,-319.8176,-590.5585,-741.1102,-820.686,-848.7811,-846.3923,-830.554,-812.9742,-806.2326,-800.2166,-783.4839,-789.1062,-819.429,-841.3086,-844.753,-801.2074,-729.9776,-690.5231,-708.7943,-747.8767,-791.463,-826.5261,-839.1466,-819.4286,-791.8993,-782.3836,-785.6756,-800.2636,-806.3691,-783.3948,-724.1246,-640.8367,-550.5617,-466.0662,-391.3406,-317.4165
55,PLR136,unexpected_w,1,post,4th,1003,4810,17,0,2084.9021,106.5001,45.1916,-6.2733,-42.5756,-48.0122,-40.6585,-27.4047,-7.7526,11.793,22.5693,9.8398,-3.8547,-8.5315,-17.263,-31.324,-50.4682,-61.1492,-12.7001,70.3347,145.6635,228.0571,319.3528,408.1259,491.6526,584.1884,681.9929,799.4304,901.3482,957.8585,991.7984,1021.0103,1044.3944,1030.4878,1038.0312,1076.1238,1139.8767,1200.4912,1243.0221,1208.5724,1070.4182,965.208,953.3711,804.1829,244.4436,-277.4748,-585.4411,-755.349,-831.8972,-833.7548,-808.4057,-778.4047,-754.5482,-733.6944,-707.6493,-728.3315,-782.055,-845.7546,-899.656,-933.3269,-948.1487,-933.4217,-871.7947,-785.8043,-688.3876,-598.8921,-534.7459,-488.0158,-457.7324,-443.7828,-446.5992,-436.0875,-415.2266,-403.4472,-370.2316,-316.1577,-239.7718,-153.8167,-57.3761,35.0213,116.5499
56,PLR136,unexpected_b,0,post,4th,1002,4810,18,0,2889.9439,21.3544,12.4286,-0.27913,-14.6554,-28.5615,-39.8522,-42.5812,46.9038,144.505,79.4446,-75.8236,-184.5012,-219.9971,-188.6928,-119.4703,-41.8511,26.1129,84.1425,91.1919,89.5952,87.4722,85.1482,82.9514,81.2121,84.6677,121.7892,160.593,132.2339,44.8532,8.2297,45.6407,118.6366,195.0531,266.4821,312.4808,324.0331,329.8328,317.692,293.0152,258.4138,206.0994,180.6525,186.943,164.2518,134.0803,171.8795,248.8907,342.2935,435.1653,538.4367,658.3345,789.8849,916.5901,1018.712,1084.9387,1118.8032,1119.7151,1102.0819,904.1521,194.076,-503.5792,-968.6816,-1224.1701,-1342.7869,-1397.9482,-1416.5916,-1420.2654,-1423.5483,-1442.5817,-1467.3292,-1469.2411,-1439.3988,-1376.5758,-1301.3855,-1260.7407,-1237.5424,-1224.5026,-1229.7908,-1246.4129,-1233.7403
57,PLR136,unexpected_w,1,post,4th,1003,4812,19,0,1580.7432,-35.79,-45.2728,-47.5051,-28.6379,-8.9439,15.5079,50.1611,77.3001,105.4349,151.7861,216.4502,285.6674,367.9051,479.0206,634.5038,806.2284,962.3554,1090.7815,1197.6496,1268.9177,1307.1921,1309.2009,1318.8088,1347.8885,1381.68,1410.3915,1435.5463,1459.582,1484.9522,1514.1298,1549.5332,1593.6784,1647.7026,1700.8507,1738.2827,1713.774,1643.119,1574.4696,1538.3554,1535.0414,1551.1845,1564.4204,1308.9464,672.2959,150.8928,-131.1606,-284.3074,-355.318,-380.1524,-354.9612,-304.0899,-251.4008,-198.9551,-145.5442,-91.0314,-86.605,-150.75,-247.5858,-336.9605,-390.9965,-398.0171,-366.2422,-323.628,-293.7424,-277.7199,-256.1014,-215.7403,-154.2097,-78.8677,-35.8752,-2.1874,44.3195,86.8671,108.6816,125.8291,177.6949,243.5926,301.6782,316.5289,294.9236
58,PLR136,unexpected_b,0,post,4th,1003,4810,20,0,2471.4719,-252.4035,-211.035,-129.4647,-36.0246,45.8631,127.4827,194.1361,222.202,240.5204,274.294,325.1557,346.9773,326.8802,289.1107,242.5996,190.6281,99.9055,36.1432,-5.4996,-35.4494,-45.122,-39.7726,-31.6343,-16.0913,-2.7041,11.6239,-9.4205,-30.1679,-44.0442,-68.1079,-112.878,-165.8826,-222.7683,-261.5761,-285.003,-304.5382,-332.0387,-356.3532,-356.9405,-366.3453,-453.622,-573.8572,-626.7581,-592.796,-484.2632,-327.9272,-148.5714,11.9987,155.3257,286.7788,427.3571,579.7238,760.6365,947.9142,1109.3929,1241.4997,1343.7938,1423.8088,1335.6696,722.9691,97.1611,-166.2214,-365.2406,-592.7907,-776.1916,-856.0563,-859.3788,-807.9576,-729.4094,-671.6927,-643.0714,-636.5844,-624.5748,-599.4407,-594.5162,-584.0375,-538.4571,-479.6706,-428.7976,-371.8389
59,PLR136,anticipated_w,1,post,4th,1002,4810,20,0,2902.4222,-128.6062,-66.2422,-21.2998,7.4279,24.7054,35.4903,51.441,84.6763,124.3286,156.4912,174.6268,213.2101,263.0115,289.35,274.0349,259.1946,276.8295,325.6224,395.5459,483.7282,564.719,613.2509,636.1082,672.4023,717.7259,772.8867,844.9184,870.0176,859.4205,820.2313,789.7772,799.5695,843.0944,891.6744,937.1004,948.7465,889.5242,817.4271,770.8453,762.8498,783.7139,799.6886,509.8491,-177.7495,-769.3261,-1159.3131,-1365.2168,-1470.4047,-1535.6365,-1568.4293,-1588.4311,-1599.9969,-1622.119,-1654.1015,-1686.7874,-1717.2214,-1749.108,-1786.7666,-1823.5272,-1836.4547,-1801.7737,-1728.4838,-1634.3635,-1523.2627,-1401.6645,-1294.1315,-1219.298,-1120.6433,-1038.6658,-992.2864,-961.8099,-913.9224,-871.5,-887.3264,-1034.7002,-1155.1964,-1182.6148,-1135.0194,-1041.7827,-936.4065
60,PLR136,anticipated_b,0,post,4th,1002,4810,20,0,1820.9774,22.6328,-5.7809,-36.8069,-68.7254,-50.5871,17.3125,75.1986,43.6615,-27.1318,-42.1303,-6.1062,23.5732,38.4197,69.25,119.3351,150.6286,165.9563,175.3391,177.1472,178.7656,177.6948,178.8764,184.4575,192.4541,221.0719,261.893,249.1093,205.6556,183.3589,193.4566,233.6765,294.8701,335.4605,307.8464,248.6552,222.8681,250.3176,275.442,247.8772,206.6506,121.3763,20.0213,-63.8252,-102.1278,-68.8856,42.7131,217.6905,400.9268,583.1484,759.2063,946.5583,1134.3858,1288.4346,1398.0447,1472.8419,1516.1421,1533.5804,1525.561,1459.458,1337.116,1171.1518,973.2456,755.534,529.8685,308.2142,102.594,-75.1982,-212.9684,-299.1086,-325.4043,-296.8295,-228.9058,-153.3014,-80.5663,-15.2725,61.8835,148.3678,231.7048,302.7322,368.7998
1,PLR137,unexpected_w,1,pre,1st,1000,4838,1,1,3204.8346,5.4668,8.2983,1.7139,-14.8129,-29.8201,-22.506,6.347,46.9218,69.8788,80.6219,95.1901,113.4257,127.6405,134.129,144.287,156.3145,162.6518,138.9079,113.9741,45.3649,-71.645,-146.6676,-165.2712,-152.5326,-105.9919,-67.047,-30.744,11.3432,38.8448,51.9172,65.7972,72.6923,93.3261,107.8664,95.8223,76.1246,56.7764,39.7647,31.7207,32.4711,36.5689,10.4482,-154.7993,-683.1565,-1196.52,-1515.4802,-1688.1008,-1774.2278,-1819.6722,-1840.8304,-1838.318,-1807.274,-1754.4494,-1682.3748,-1596.2432,-1533.052,-1512.8605,-1541.5626,-1593.8087,-1628.167,-1605.8729,-1525.8837,-1408.8852,-1287.4573,-1185.4439,-1098.1261,-1000.5863,-894.1328,-800.4082,-737.0237,-675.8295,-610.6039,-547.4911,-500.7465,-451.7942,-391.5344,-348.4254,-339.8311,-331.96,-346.4593
2,PLR137,anticipated_b,0,pre,1st,1003,4810,1,0,3194.3026,-180.6333,-148.3221,-105.4237,-53.7486,10.9041,83.8686,157.8152,200.5567,181.0852,133.807,131.5397,172.308,234.3258,154.3661,-1375.3818,-1491.0299,-751.2485,-22.5731,359.1829,374.5118,286.4742,76.4238,-117.067,-204.6545,-212.7188,-175.2855,-115.1805,-50.3984,5.1821,27.7245,31.4058,1.3672,-21.9416,-16.0454,8.1761,51.5226,97.6266,121.5172,135.7129,160.9869,154.2349,124.3451,86.5376,66.9919,75.7553,107.2414,152.4214,203.4417,291.7713,377.166,418.2825,38.4528,-57.6999,197.2504,486.0535,706.01,780.2316,805.6512,820.7493,607.151,67.2753,-335.9644,-644.3298,-883.6773,-1061.4625,-1184.2556,-1259.4119,-1292.649,-1286.3897,-1256.4897,-1188.2339,-1080.4011,-943.0599,-839.6815,-758.069,-720.8437,-724.9922,-737.8807,-750.5246,-753.8365
3,PLR137,unexpected_w,1,pre,1st,1002,4810,2,0,3243.2878,-104.9077,-71.8547,-40.4332,-17.7851,11.7887,48.7076,70.3764,90.2792,101.722,121.4373,146.8792,174.2569,199.7526,219.521,231.0346,247.7434,262.5272,239.4727,185.7066,165.5993,207.1586,249.5085,275.3987,290.6822,319.8505,319.8109,301.0471,273.8481,241.0366,205.3548,169.5858,136.5113,108.8748,89.4978,70.6113,13.8121,-34.8919,-80.6985,-124.2305,-162.273,-191.6896,-208.3512,-203.9744,-414.2012,-876.6777,-1236.7501,-1466.7627,-1582.8676,-1632.8754,-1651.2179,-1650.2066,-1640.6977,-1634.8529,-1632.975,-1635.2805,-1638.3308,-1632.5824,-1614.7478,-1585.7032,-1546.2549,-1478.4825,-1357.2008,-1211.7159,-1102.4229,-1066.2979,-1024.7391,-964.0859,-890.3943,-809.9064,-728.7665,-653.1285,-589.225,-543.1213,-524.3235,-548.4057,-569.7368,-592.7848,-605.571,-583.8405,-541.1383
4,PLR137,anticipated_w,1,pre,1st,1003,4812,1,1,2696.2242,-149.1885,-141.6053,-113.0524,-76.5599,-4.6217,76.7013,152.4259,211.735,223.7112,214.6592,226.5683,267.5855,336.4221,422.8591,513.1138,585.3577,633.9093,673.251,694.2397,712.4955,747.0152,786.4414,815.4221,829.8479,843.6011,843.7754,825.5501,806.5684,790.3366,799.2873,820.3995,846.9345,853.0003,862.9387,875.8613,891.6225,919.0913,932.7579,907.5386,847.7337,804.2376,782.4988,627.9365,82.3889,-484.2306,-827.4549,-1011.5992,-1111.8781,-1161.441,-1187.3383,-1185.5524,-1172.7302,-1163.3917,-1159.9268,-1153.3768,-1157.6298,-1176.3347,-1203.9343,-1220.5843,-1214.143,-1186.7054,-1120.7522,-1016.6888,-882.3779,-726.1245,-555.9183,-379.9481,-207.8166,-78.9668,-10.744,16.8124,31.7641,56.389,86.5008,117.398,144.3899,162.806,165.893,181.0501,229.0407
5,PLR137,anticipated_w,1,pre,1st,1002,4810,2,0,2489.7308,-359.0608,-262.9303,-147.3133,-35.7312,50.6182,135.003,229.3976,322.1959,419.4877,519.0268,616.4983,712.2025,805.8376,885.0302,961.0715,1023.7161,1067.492,1093.14,1106.9382,1142.178,1190.2411,1222.2071,1215.4027,1183.1667,1156.8419,1166.6948,1205.1931,1262.4874,1306.8385,1316.8027,1281.0451,1205.8727,1137.6956,1105.2658,1119.7811,1152.8448,1187.7815,1219.1817,1243.8972,1263.5595,1288.2819,1314.5466,1220.466,673.6482,50.7517,-382.3143,-617.3112,-749.3664,-828.1194,-857.4826,-850.6632,-833.019,-824.4608,-817.9008,-826.7652,-851.8002,-879.9057,-881.7561,-843.7712,-807.6421,-719.6039,-624.6068,-527.4996,-430.5695,-336.1015,-246.4159,-163.7646,-90.5008,-28.8436,18.821,50.3067,58.5822,43.2141,77.0155,162.0795,253.6682,307.8733,347.9641,382.3543,411.3419
6,PLR137,anticipated_w,1,pre,1st,1002,4808,3,0,3086.3013,-172.7226,-135.1005,-85.0662,-36.8602,17.2918,80.9773,136.9929,162.9444,138.3071,91.3493,77.2963,99.1754,128.7558,179.1236,240.8069,287.6321,332.5856,376.1256,413.4576,443.3984,483.7051,503.6783,519.3496,533.4871,531.0354,522.6471,526.3407,526.6571,512.2867,492.0581,473.6672,456.8199,421.6532,391.8828,376.2514,370.969,360.9683,338.2152,328.7004,320.303,309.8101,309.7083,197.8684,-342.7952,-928.07,-1289.7265,-1481.5764,-1563.0722,-1590.9735,-1583.2484,-1554.6818,-1527.4483,-1525.536,-1537.3992,-1554.1389,-1566.3025,-1562.2583,-1546.0797,-1533.3948,-1495.0462,-1393.0127,-1272.3816,-1144.7376,-1013.4192,-881.8174,-753.3192,-631.2673,-522.1821,-448.6408,-393.4471,-336.3072,-296.0801,-265.7043,-250.622,-228.9748,-221.3579,-242.5132,-242.0201,-229.2246,-209.3375
7,PLR137,anticipated_b,0,pre,1st,1003,4810,2,0,3242.7563,-20.076,-6.119,6.8993,10.1733,-0.91996,3.8185,11.8394,2.676,-27.9927,-51.9945,-30.1547,21.1575,67.3857,114.2358,148.001,167.8018,194.6812,226.2133,261.4674,300.3316,327.37,352.7606,386.1119,411.5578,421.9576,428.529,435.3211,440.1992,429.5069,423.367,434.2208,419.9759,389.1004,368.4799,368.9657,370.7048,339.9495,289.2121,241.3551,199.6573,154.4618,83.4078,9.0809,-66.8516,-132.3179,-136.8237,-74.5007,28.4532,142.8602,259.9743,388.5856,528.8489,667.5958,797.5007,885.5481,940.0563,987.2539,1025.9942,978.0932,510.4074,-115.0879,-557.0273,-799.8636,-957.1153,-1069.1003,-1149.2815,-1197.4463,-1179.6097,-1119.3354,-1049.3614,-983.1389,-923.7138,-850.2507,-743.1469,-629.7524,-533.7879,-473.7057,-440.0278,-421.2197,-434.0978
8,PLR137,anticipated_b,0,pre,1st,1003,4812,3,0,3193.6128,-171.8951,-107.4179,-46.8807,2.331,43.0981,72.1402,91.218,111.5575,136.2363,160.196,182.715,223.6812,266.7299,310.5263,349.7133,386.772,410.2732,416.8149,400.9905,385.5642,389.5466,404.3922,408.0211,391.9874,377.88,371.5196,366.3472,380.3651,395.0288,413.079,419.6359,418.6121,417.0096,410.7587,420.5241,451.3351,498.7784,547.1923,557.0649,547.6275,552.5016,565.7862,574.7099,554.0657,510.8175,488.4472,512.3294,560.5271,619.4744,680.4892,760.8528,879.1744,996.3944,1081.7735,1134.1051,1161.3375,1198.5463,1236.0773,1257.11,1135.6903,603.8791,19.5104,-242.5879,-343.4688,-442.261,-533.9765,-610.2068,-662.3204,-661.4409,-556.5385,-445.4128,-353.3723,-279.7383,-224.2807,-186.5101,-166.5887,-176.075,-188.3433,-187.9759,-214.4541
9,PLR137,anticipated_b,0,pre,1st,1002,4810,4,1,2851.038,159.4471,-26.3741,-127.913,-169.9597,-145.6494,-53.1588,68.9407,180.8437,269.4467,335.8416,417.4229,485.2689,535.0768,575.6892,619.5198,651.6167,663.7511,677.6155,710.8825,762.8858,810.5802,827.034,820.7026,785.2527,753.4637,749.321,769.7485,795.7138,810.8208,816.7966,818.2039,815.8758,816.9203,777.5018,682.1656,608.9049,569.3306,536.9191,533.0534,537.3689,538.3778,548.9782,576.1452,615.5355,646.3038,678.972,731.5317,789.8129,861.283,962.3706,1081.8893,1203.2227,1310.2838,1396.9432,1448.1622,1471.803,1485.3445,1492.213,1476.2856,1139.6401,547.138,107.8999,-161.4998,-316.1271,-424.6979,-466.2875,-417.74,-308.345,-177.9866,-57.856,-5.8382,-39.5761,-104.8373,-150.9326,-173.552,-149.137,-68.7065,67.0153,181.0087,257.8448
10,PLR137,unexpected_w,1,pre,1st,1002,4808,3,0,2924.2051,-87.3322,-58.6782,-53.0308,-54.0214,-26.5571,24.7058,82.1946,131.0998,181.6571,220.8951,243.3259,278.4658,332.2547,394.1201,454.1737,507.3119,547.3362,565.9895,541.0273,504.934,413.1537,283.2689,223.3468,237.9019,294.5878,360.4034,425.7116,484.3626,539.4246,576.8465,596.198,584.8191,563.4943,537.8657,511.3493,476.934,437.4305,413.1289,402.1423,403.5088,419.1878,420.9469,277.5313,-233.662,-749.2213,-1081.3176,-1264.0929,-1355.6782,-1405.6643,-1430.9839,-1445.0695,-1460.1251,-1462.328,-1448.5887,-1422.5873,-1394.7915,-1364.2493,-1334.1543,-1302.4139,-1266.5408,-1187.1732,-1067.3946,-950.8739,-853.143,-791.3101,-738.1064,-676.3807,-600.9789,-509.5142,-405.5287,-320.8671,-264.525,-221.2816,-186.4871,-147.1987,-109.6412,-78.0202,-49.0248,-28.2652,7.1792
11,PLR137,anticipated_b,0,pre,1st,1003,4810,5,1,2911.7352,25.2245,47.0498,53.4823,46.7562,-21.2688,-76.5865,-63.1272,-16.153,29.428,83.817,160.539,243.2323,309.5241,367.7808,428.641,483.1198,530.7176,576.194,625.0888,666.0828,712.2095,741.897,747.6053,738.7212,720.5598,709.4268,699.988,706.7625,740.8643,791.0474,840.4595,875.3668,897.502,901.5547,842.7082,720.7954,598.4038,497.483,442.6024,442.6717,484.1075,545.0411,578.945,526.5026,445.775,422.5638,480.326,574.3352,677.8362,790.5701,931.5909,1089.7292,1215.2218,1298.209,1345.8638,1365.0915,1383.9157,1405.0107,1346.9446,872.8749,233.7431,-239.2479,-524.8441,-695.8968,-785.8649,-797.6311,-735.4117,-609.1446,-481.6872,-402.1621,-377.0605,-378.0189,-404.552,-427.6299,-424.6791,-394.7461,-340.1953,-264.5553,-177.0345,-98.0197
12,PLR137,anticipated_b,0,pre,2nd,1003,4812,6,1,3415.4473,51.1858,76.157,71.778,27.3299,-36.3291,-70.0979,-62.81,-51.5702,-35.0643,-44.0204,-45.2955,-38.9984,-25.8986,-0.533,64.3324,128.6964,101.3601,21.1,-22.6629,-12.541,26.099,71.8392,121.4141,170.7597,207.0221,221.4094,214.5587,218.1254,228.4247,247.4707,283.3996,332.9884,372.3167,405.9471,420.4838,431.4215,422.7266,382.6277,324.5799,277.3869,265.5429,275.5664,294.7606,303.8926,299.1832,314.2557,362.7708,416.943,484.9251,595.8688,720.6437,842.1354,948.2075,1021.6447,1063.4506,1100.1445,1132.2815,1152.3574,1157.7239,1055.6941,554.3257,-56.3628,-487.9129,-742.9967,-912.6807,-1023.9825,-1055.1718,-1028.9979,-974.7815,-917.8525,-889.1152,-880.0017,-825.0856,-734.1039,-630.107,-524.1749,-427.4073,-351.0354,-305.5514,-277.5301
13,PLR137,unexpected_w,1,pre,1st,1003,4812,4,0,3372.2279,-136.5098,-68.1717,-22.034,2.3906,7.8227,38.9995,75.6093,97.0432,119.6186,159.5813,215.2279,260.3598,265.963,262.6805,282.27,315.4422,340.2632,348.9595,345.2849,321.6975,265.247,172.4681,58.1726,-12.7902,-31.301,-19.19,18.3516,61.1786,112.5544,155.4518,202.165,233.3843,247.6743,270.296,286.7381,296.1207,298.6331,300.8246,308.9324,326.1557,347.7823,350.411,195.2985,-340.2687,-902.9898,-1294.7277,-1508.0553,-1628.1563,-1721.0617,-1777.8347,-1818.335,-1844.9534,-1856.4345,-1864.8518,-1870.2394,-1864.6731,-1851.5889,-1844.4945,-1830.1446,-1802.2875,-1726.2143,-1610.6915,-1483.6254,-1358.6765,-1247.4371,-1165.9992,-1088.656,-999.038,-882.2453,-761.1504,-657.7653,-574.447,-514.4048,-475.549,-448.5515,-428.9718,-415.8848,-404.6956,-392.108,-372.0067
14,PLR137,anticipated_w,1,pre,1st,1003,4812,4,1,2698.2842,-58.1585,-74.4456,-84.5429,-87.2601,-53.976,18.3984,103.797,179.9907,239.3246,297.0015,358.4241,427.5429,498.0015,566.9661,623.9726,669.72,715.4501,765.1781,818.3778,878.6367,918.6745,941.2481,939.8739,915.9353,870.6907,829.62,806.4768,800.9865,812.462,813.0502,814.4892,814.2976,815.0887,822.1594,847.3089,868.2539,861.0432,860.6083,879.6001,883.3743,856.5882,817.4242,641.7919,85.3993,-482.9288,-837.0851,-1027.524,-1122.6149,-1178.0125,-1212.7361,-1228.2723,-1240.7178,-1254.9662,-1260.0722,-1254.0912,-1239.8723,-1213.8994,-1171.9414,-1120.2323,-1053.9148,-967.7383,-862.096,-740.9054,-609.4358,-477.993,-364.1893,-257.6711,-153.5912,-67.6537,-13.8002,8.1405,32.5954,67.3251,98.0023,135.5933,177.1065,211.1788,248.4088,293.416,338.0834
15,PLR137,unexpected_b,0,pre,1st,1003,4810,5,0,3091.3202,39.8622,40.0251,23.8987,-14.6492,-48.2518,-54.0649,-18.9397,15.317,46.891,71.5125,109.2377,171.0071,247.053,325.8628,393.7365,415.3995,341.1317,247.6273,195.1181,181.5807,200.5969,235.4611,262.5025,295.2158,337.9927,378.9509,421.8728,463.27,485.3562,509.2329,523.7197,525.2025,532.5709,546.4944,562.443,564.7985,555.7282,541.5707,522.9851,503.2691,485.8001,479.2829,460.9574,371.5103,250.5463,199.6081,226.9527,298.5698,398.1738,512.7935,651.2185,810.7268,976.0191,1107.5236,1203.022,1250.9138,1260.565,1247.5453,1231.5191,948.0942,449.3172,-56.3539,-446.6712,-702.9352,-887.0569,-1015.8058,-1031.6132,-982.7896,-954.6965,-937.1645,-886.5043,-818.0041,-747.1187,-671.6441,-611.5562,-512.9434,-389.0168,-274.3649,-198.6093,-149.244
16,PLR137,anticipated_b,0,pre,2nd,1003,4810,7,0,3013.8542,191.1119,145.4506,19.4013,-85.2861,-135.0064,-124.299,-67.0681,14.1828,86.926,160.9583,232.0875,306.1141,376.4055,436.2636,492.4761,539.9854,597.1589,647.5931,695.8766,722.3886,722.5569,702.314,675.224,660.9546,670.4187,683.3473,689.0471,680.9354,662.1254,648.7126,648.9238,652.2028,663.1589,668.2145,659.2151,639.1866,634.542,658.1537,691.343,728.197,759.7818,780.1433,796.8924,774.3294,721.9615,712.4222,770.2309,829.6069,888.0175,956.9998,1051.5698,1166.9794,1279.3405,1341.0875,1380.4136,1412.8771,1429.0029,1440.3898,1377.8877,913.3107,264.9183,-202.4798,-477.4678,-630.4998,-706.5821,-741.6576,-748.2224,-726.6514,-670.9091,-574.9905,-470.8275,-366.9211,-251.4209,-112.8183,13.5307,65.8996,50.7389,-31.3565,-103.8406,-181.9892
