trialNumber,subid,condition,bgcol,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window0,window95,window190,window285,window380,window475,window570,window665,window760,window855,window950,window1045,window1140,window1235,window1330,window1425,window1520,window1615,window1710,window1805,window1900,window1995,window2090,window2185,window2280,window2375,window2470,window2565,window2660,window2755,window2850,window2945,window3040,window3135,window3230,window3325,window3420,window3515,window3610,window3705,window3800,window3895,window3990,window4085,window4180,window4275,window4370,window4465,window4560,window4655,window4750,window4845,window4940,window5035,window5130,window5225,window5320,window5415,window5510,window5605,window5700,window5795,window5890,window5985,window6080,window6175,window6270,window6365,window6460,window6555,window6650,window6745,window6840,window6935,window7030,window7125,window7220,window7315,window7410,window7505
17,PLR117,anticipated_w,1,pre,2nd,1002,4810,7,1,1861.5963,-119.8442,-54.7612,4.0559,39.2108,51.6847,49.0051,28.7145,15.8597,22.1592,38.5719,36.9904,23.6303,-2.5206,-55.3814,-108.2379,-137.1244,-154.6524,-181.4855,-227.6788,-283.3298,-331.3535,-364.902,-374.9628,-340.9582,-286.82,-263.1328,-303.0092,-362.3127,-388.9773,-391.9199,-375.2655,-352.2431,-321.3693,-291.0799,-264.7579,-225.4739,-160.53,-76.3293,-3.567,32.9326,35.0465,24.4153,-108.8119,-490.7941,-778.0253,-922.4847,-989.4807,-1008.2465,-1008.7528,-999.7987,-983.7009,-953.9074,-909.4785,-843.1119,-770.087,-711.6088,-683.4331,-680.7281,-679.6016,-648.023,-579.1341,-488.8328,-394.4215,-312.4615,-272.6167,-286.0636,-295.9887,-278.633,-236.6112,-197.3306,-174.1439,-161.3306,-149.1137,-153.7004,-154.8876,-120.5659,-64.1252,10.5753,77.763,103.7306
18,PLR117,unexpected_b,0,pre,1st,1002,4810,5,0,1791.5844,-69.4105,-66.2599,-59.6983,-43.3957,-12.1923,37.2128,76.6431,104.9637,154.9156,219.2465,286.3314,347.3676,405.2378,453.5357,488.3863,505.5765,503.2899,469.5231,377.644,285.9729,252.5959,258.9104,289.0224,305.6314,305.0504,298.5702,302.6261,325.7455,360.6142,400.1366,435.3136,441.8846,392.5938,286.6522,203.9556,192.3969,234.8846,279.0933,316.348,357.3807,398.7626,414.1662,419.6163,423.9917,413.0823,442.3536,514.3999,597.0321,674.8459,746.1004,803.9424,850.279,880.7928,905.1707,924.5708,947.6614,983.3778,1025.4198,998.8047,628.9371,192.8463,-68.0871,-208.0848,-304.9267,-353.4606,-351.8567,-311.7625,-261.0854,-224.7293,-215.5144,-231.497,-245.9998,-222.7966,-178.6045,-135.8085,-108.985,-75.4517,-55.4198,-73.5265,-69.3686
19,PLR117,unexpected_b,0,pre,2nd,1002,4810,6,0,1773.3366,19.4312,21.2369,-1.2924,-43.7348,-60.4812,-42.6781,2.3045,67.4156,142.6506,212.5018,245.5263,246.6586,233.4692,212.712,186.3507,166.4724,119.2093,-17.2646,-105.5211,-116.3491,-77.144,-33.7943,-12.5781,11.982,54.6579,116.2036,196.6825,249.0766,253.9074,246.6776,263.6757,298.3823,337.4801,374.8479,408.367,435.2252,461.6421,473.1682,472.0639,459.2223,440.1379,378.6384,256.2523,145.5176,105.8904,144.8945,218.2561,294.3533,363.9138,409.3768,449.0994,512.9699,595.4157,673.189,738.4385,793.7425,844.9415,896.972,883.5711,517.3689,48.1064,-220.7469,-354.0955,-418.7843,-429.7937,-398.1467,-336.5709,-293.7723,-290.8298,-290.8972,-274.124,-244.2212,-201.9382,-154.427,-103.8209,-53.1942,-16.6449,0.59009,-11.4433,-16.8635
20,PLR117,anticipated_b,0,pre,2nd,1003,4810,7,0,1781.4486,112.3265,27.3757,-18.5336,-49.4011,-56.9983,-41.9288,-17.3865,12.9667,42.9141,79.396,153.4104,234.7248,296.9501,332.9662,341.8711,300.0025,171.8125,84.2516,102.3346,179.5968,289.0387,395.1453,479.6173,532.6193,549.5387,552.0221,547.6752,541.2865,526.1331,505.8771,483.9638,471.8588,479.6726,502.1953,532.3639,504.1982,343.8227,166.6468,61.5076,22.09,33.4549,73.9796,141.7746,202.1283,269.5871,377.9172,487.7415,574.7231,625.8549,688.5692,791.8167,890.2216,992.2007,1079.5673,1140.9039,1182.6655,1208.7283,1228.4331,1191.6335,821.8788,318.2351,-13.5864,-185.1722,-284.0604,-324.7777,-310.5569,-259.0885,-209.0612,-177.2262,-174.6868,-174.6433,-151.8001,-113.9762,-87.2366,-110.318,-155.4607,-205.7088,-253.1033,-281.8351,-284.8018
21,PLR117,anticipated_b,0,pre,2nd,1002,4808,8,1,1859.9988,-36.2233,-9.893,-9.0129,-32.1379,-42.4278,-20.7718,27.6143,86.4464,146.4446,200.6613,245.8991,287.3569,325.7002,353.8371,378.553,406.5872,429.3804,436.1707,425.7831,370.2073,281.4859,194.1665,119.403,80.775,85.1394,132.9778,185.8766,230.3385,269.5526,297.5447,328.0356,390.1203,459.6704,526.2427,566.6593,531.3265,445.7894,397.8604,399.3885,411.4547,427.4353,445.4751,470.4854,503.1045,548.133,604.1711,663.1015,717.1611,762.9863,805.7642,854.4225,915.7829,979.2962,1041.1357,1086.6041,1113.7617,1130.022,1139.1303,1084.002,692.2877,185.3303,-123.0925,-278.8521,-365.6769,-413.0333,-423.8397,-397.7548,-332.9597,-243.6808,-159.3383,-96.6192,-51.0172,-11.0588,30.3065,68.0811,106.5426,140.1104,179.4147,226.2618,275.2965
22,PLR117,anticipated_b,0,pre,2nd,1003,4812,9,0,1852.6018,-57.1828,-90.921,-56.1103,-18.6776,23.8412,55.0354,59.5071,63.7797,73.291,90.1035,121.9861,137.2349,38.01,-66.521,-85.8901,-36.8805,39.8569,99.6264,135.0857,146.2732,145.9845,147.8309,178.0168,232.7713,301.5763,375.9038,434.672,459.4727,457.5313,443.7755,411.9585,359.1508,308.5057,286.5952,270.3595,256.2836,251.4284,269.0096,311.1592,370.693,421.095,466.4573,493.0814,495.6114,487.3582,504.0541,546.7107,615.2745,693.9199,765.4869,836.8514,907.5339,981.7625,1049.4136,1117.5257,1177.1145,1221.5572,1243.6352,1171.0096,753.9113,277.2596,-14.5135,-173.6762,-262.2749,-296.5908,-276.0904,-227.5074,-179.3769,-163.9811,-173.8147,-176.2719,-155.6406,-121.5423,-85.212,-55.4662,-20.9396,14.121,50.8783,83.4426,105.8206
23,PLR117,anticipated_w,1,pre,2nd,1003,4812,8,0,1957.8899,-6.4647,-18.4471,-35.1199,-41.2114,-25.4528,0.34712,26.935,70.1368,125.1743,177.2758,224.8907,276.2206,322.8046,355.7241,367.3736,323.4925,121.952,-77.2535,-146.2419,-128.5975,-81.9056,-39.2851,-7.7049,14.1026,22.7215,53.6108,97.3852,145.2738,167.8665,102.3696,-10.9069,-53.575,-22.5744,28.3667,90.1148,151.9614,199.3572,228.1422,246.2453,266.2651,284.5621,315.8719,232.7623,-186.7378,-571.665,-792.7653,-906.466,-962.859,-993.7976,-1004.4022,-997.926,-992.9961,-988.426,-983.2506,-973.7751,-952.7924,-935.04,-943.9232,-956.9957,-957.5046,-920.5812,-841.1997,-741.7189,-650.4092,-575.9103,-517.5887,-463.8044,-411.0997,-352.8052,-276.3825,-196.29,-139.1503,-115.3914,-132.5846,-249.8809,-348.7428,-358.9175,-310.555,-237.3937,-173.3905
24,PLR117,anticipated_w,1,pre,2nd,1003,4812,9,0,1934.8647,-117.4123,-80.6981,-44.1228,-20.3491,15.0522,58.1152,82.334,97.5526,106.6899,111.5366,117.2284,52.8346,-96.2992,-175.362,-170.8728,-113.5765,-52.093,-6.1275,15.373,35.9599,84.4771,162.5893,239.2739,290.2569,298.6935,258.9237,216.5685,214.5193,255.7573,314.5544,346.6342,387.6122,435.771,467.0809,461.1106,371.6147,159.2611,-3.5211,-56.8766,-38.6898,19.3377,81.7346,6.2178,-399.1188,-748.3188,-927.6232,-1011.2946,-1043.0884,-1049.7559,-1038.0721,-1009.1759,-963.2229,-922.2333,-882.9189,-856.4357,-862.751,-857.6517,-837.4745,-806.9468,-775.6969,-721.0437,-630.0384,-518.9957,-401.3158,-303.9506,-236.2953,-205.5727,-193.3248,-183.1042,-167.7102,-159.092,-195.2991,-303.4111,-391.352,-401.4264,-358.1055,-292.2865,-229.1288,-173.9617,-136.514
25,PLR117,unexpected_w,1,pre,2nd,1002,4810,7,0,1853.9105,-19.5295,2.1753,6.1308,-3.5939,-12.8675,-14.9425,12.1831,26.2702,32.9935,46.7242,66.5075,91.1291,112.6644,81.8171,-70.6035,-179.3907,-202.8297,-185.1612,-137.7323,-95.2824,-64.5206,-16.4769,51.4233,131.9933,201.7077,248.9408,280.4369,285.0691,266.8769,229.4519,132.5415,-8.5023,-104.6337,-144.12,-144.5831,-107.2828,-60.072,-0.54604,63.3991,113.4044,162.4667,192.5852,95.1754,-293.2024,-626.1167,-801.0804,-875.9764,-907.2487,-926.6426,-937.6256,-945.5091,-955.9388,-962.0253,-963.4923,-962.9011,-945.0063,-917.6907,-886.1479,-851.7391,-805.6023,-743.9874,-666.8921,-591.4326,-523.7872,-460.7846,-409.7784,-371.038,-334.4571,-270.6174,-213.1361,-173.5168,-152.7765,-137.2346,-174.1337,-282.93,-338.5656,-317.3858,-255.1075,-191.9445,-144.6935
26,PLR117,anticipated_b,0,pre,2nd,1002,4808,10,1,1629.5391,-73.2092,-103.0167,-104.5744,-84.6545,-38.6042,36.6641,112.2058,185.1152,247.2045,305.4555,367.827,442.4062,504.472,544.5663,562.2906,573.7812,545.9864,468.7803,433.6696,467.2539,543.2568,616.6858,668.9456,683.4238,652.2377,602.3197,557.6658,547.6191,550.0229,569.8182,593.5901,626.258,651.9928,671.1002,682.2866,691.1531,711.3316,711.6454,651.108,568.1493,525.7883,528.7487,548.2819,590.1514,629.6118,667.5067,714.3627,771.3855,841.1399,920.4954,1003.9898,1093.5042,1172.199,1241.595,1299.4923,1352.096,1387.7015,1411.3534,1373.8894,1004.4188,521.287,201.7645,32.9826,-53.0264,-83.7109,-67.2892,5.8512,110.5662,205.3482,249.7362,260.2219,281.8877,311.6831,341.2197,385.288,426.548,448.0883,449.762,447.7513,444.4417
27,PLR117,anticipated_b,0,post,3rd,1002,4810,11,0,1848.3235,-64.1772,-53.7196,-23.434,1.9106,13.8292,30.4208,40.4235,47.7869,49.4019,72.1339,119.9769,166.5415,211.7919,256.5148,273.9701,216.1063,17.9342,-144.6171,-180.5543,-147.4164,-65.7452,8.0589,58.4338,107.2625,157.975,220.7811,279.5783,314.6099,320.7076,298.9347,259.9826,221.6578,195.5298,197.0255,218.2314,243.5766,246.3781,215.1817,165.5477,94.6091,9.5307,-36.8187,-16.5123,32.3013,86.211,139.8494,190.9389,237.2675,278.495,319.896,372.1208,425.7228,482.9495,543.8423,615.6765,700.0834,777.1442,850.5645,855.6059,531.1634,121.7803,-120.7162,-250.2231,-330.1481,-350.9536,-317.2756,-241.5382,-164.3547,-112.0016,-77.6808,-41.8894,-5.5759,41.543,94.2259,147.5783,191.6948,204.5799,172.3586,84.6638,-19.7087
28,PLR117,anticipated_w,1,pre,2nd,1003,4810,10,0,1888.0918,-55.6467,0.90483,70.2083,78.7982,35.6101,-6.9456,-42.3974,-54.5116,-48.7912,-35.4372,-13.4225,13.7526,-7.2602,-141.6995,-239.2287,-250.0643,-228.2724,-202.8172,-185.4438,-172.357,-183.3742,-265.7661,-328.9979,-320.0398,-265.6433,-202.1614,-168.949,-146.7711,-104.1327,-33.2284,56.7445,117.7132,146.0242,160.7728,174.6212,186.6724,201.7564,208.4317,204.5323,194.909,153.1012,64.9465,-105.6781,-447.5604,-736.1862,-890.2913,-960.6918,-985.4992,-993.7436,-987.6787,-961.9409,-928.7495,-904.1293,-887.5367,-876.7126,-875.019,-873.9328,-870.1443,-864.0234,-845.6537,-791.8308,-700.6158,-599.1395,-513.1218,-445.9566,-403.009,-384.2474,-365.7703,-358.0562,-355.1845,-337.0114,-313.9465,-295.5791,-272.0001,-236.415,-300.1672,-384.8776,-390.2655,-328.5608,-244.8715
29,PLR117,anticipated_b,0,post,3rd,1003,4812,12,1,1894.6464,3.3846,20.6097,42.9403,29.444,1.1933,-11.2911,-20.6783,-42.6381,-98.3832,-128.9795,-99.4292,-35.2833,20.4756,57.4483,75.2114,92.5069,26.7958,-75.5148,-98.1851,-73.6755,-22.123,14.5948,19.2005,4.12,-5.0898,0.34153,11.3421,31.1687,57.5794,67.449,71.2439,84.4344,114.8434,167.8122,222.178,265.2686,296.9931,316.3803,333.5007,349.8355,363.3213,396.2199,442.7507,467.4252,477.3506,512.6731,583.2015,660.5694,731.434,795.0741,858.3826,943.5456,1027.7248,1098.1912,1153.8391,1192.2507,1201.5611,1179.7951,1083.0713,651.656,165.3536,-119.5927,-240.1375,-306.6985,-337.6745,-317.2282,-255.2518,-169.1874,-81.8713,0.42928,51.8825,53.261,40.8595,28.012,18.2817,0.17548,-19.1145,-32.5815,-40.3077,-42.8033
30,PLR117,anticipated_w,1,post,3rd,1002,4810,11,0,1769.5604,79.2538,109.4771,116.2406,23.278,-53.6183,-79.7816,-85.6603,-91.6716,-85.3751,-64.5125,-25.4371,31.854,104.224,191.5112,256.434,265.3342,225.7661,198.6982,194.8664,211.6541,243.7844,276.7961,317.8056,347.5803,358.6343,341.7328,247.2155,135.4575,52.9238,17.2455,41.3069,114.652,207.3681,294.2197,332.1662,259.886,115.1781,6.3983,-52.3546,-75.2072,-73.1115,-63.909,-130.1174,-444.8757,-705.9694,-837.7554,-895.0677,-906.403,-893.8819,-865.5771,-834.1259,-796.924,-775.6782,-775.7341,-784.4023,-797.2451,-801.6744,-790.6062,-747.7369,-670.8865,-562.219,-442.5513,-326.6969,-225.7116,-135.3461,-55.827,8.0926,52.2784,82.5459,107.0023,125.9829,134.9718,143.3371,148.1751,129.9613,100.4529,92.0527,106.4083,137.3239,188.9489
31,PLR117,anticipated_w,1,post,3rd,1003,4808,12,0,1955.9558,-49.0723,-44.885,-34.4775,-16.9529,-9.2045,17.2637,46.7602,69.3129,91.7615,113.532,122.2577,137.7872,163.4215,199.0412,221.3209,167.1342,-7.9919,-136.2169,-151.1458,-96.1161,2.7079,86.5136,156.3712,202.7735,234.1531,243.7727,203.6641,154.0775,137.0672,131.8472,128.0906,125.1429,114.3482,97.4245,76.7092,73.497,96.3742,125.7419,156.9987,181.9855,202.8384,206.0759,50.1905,-360.9587,-694.2823,-878.9354,-958.9724,-987.1961,-1001.1059,-997.4681,-983.0476,-990.8812,-1009.997,-1029.9912,-1039.9643,-1034.2965,-1005.3269,-961.6088,-924.2866,-882.7334,-822.372,-746.8296,-682.5612,-626.7529,-567.8516,-514.7592,-472.6258,-451.7596,-447.0064,-431.9612,-393.9035,-350.9945,-299.6433,-255.0241,-231.2041,-233.4264,-250.9545,-244.81,-223.3057,-176.9412
32,PLR117,anticipated_w,1,post,3rd,1003,4812,13,0,1622.4343,65.101,-81.8562,-140.7009,-130.7004,-65.771,17.1263,95.4288,161.1663,222.7562,298.1309,367.1002,433.4379,493.8174,527.1234,512.7026,459.7669,418.5547,412.1805,441.3098,484.8968,521.2923,526.2854,501.6448,467.7965,437.1031,417.6944,408.8315,414.113,432.9879,445.7652,457.6329,471.7265,483.6754,474.3508,465.4429,476.1592,494.2541,497.602,502.8897,515.9335,507.24,468.739,300.4888,-110.0415,-438.5895,-611.9753,-690.0125,-721.784,-730.4373,-723.875,-713.7264,-705.3899,-691.0819,-671.7816,-678.1154,-695.393,-710.8509,-729.8129,-744.345,-735.7995,-691.9844,-617.4414,-522.3016,-424.2535,-334.8407,-255.9624,-185.0882,-129.2023,-74.9188,-26.6227,11.0224,54.9092,117.0118,152.8921,141.5007,109.1975,106.53,135.0863,171.7124,200.9227
33,PLR117,unexpected_b,0,pre,2nd,1003,4810,8,0,1622.275,51.1778,-11.0451,-101.9315,-143.452,-106.9978,-17.3979,85.5417,168.5613,235.9099,292.6722,378.4732,474.5254,542.8092,601.1758,666.3195,696.4187,608.7985,437.9161,336.2841,325.2298,357.7887,400.4184,447.1757,482.3797,504.4567,519.9091,520.3177,514.5513,518.9108,501.3972,438.2794,359.4634,312.0447,313.4134,348.9992,403.0332,461.546,510.0336,543.8585,557.1973,553.3576,519.4792,481.8376,469.1923,493.0736,569.0744,679.1467,797.3751,884.7105,951.3785,1009.313,1050.2031,1074.2764,1089.3793,1088.006,1085.6067,1083.421,1091.0519,1099.3508,993.7354,539.7012,101.8924,-146.1271,-278.3467,-343.213,-364.5403,-350.3511,-323.7515,-302.8452,-281.9127,-254.0714,-216.1576,-157.4447,-73.9048,21.091,110.161,174.3092,217.7175,255.003,272.4759
34,PLR117,unexpected_b,0,pre,2nd,1003,4812,9,0,1914.4175,88.8993,77.4143,59.0324,-24.2488,-94.6564,-99.7573,-50.2423,13.2756,74.2577,125.8112,139.9356,126.2049,101.0164,77.135,64.0719,65.4824,80.6297,80.2235,85.8066,99.3622,107.5744,109.0465,104.1714,98.094,86.9061,45.2331,-6.7814,-19.7403,4.8525,35.7854,61.4575,95.333,126.6608,162.0173,200.0379,225.1789,237.824,245.3855,258.4596,268.2822,266.8546,253.9707,250.3835,267.1852,296.81,324.8303,355.9227,380.0761,398.6744,425.0894,461.6667,501.2118,547.2764,598.0686,651.142,689.0694,724.4588,757.565,717.0336,320.124,-143.8384,-405.497,-529.8116,-587.355,-592.4268,-554.462,-466.8512,-351.709,-265.5727,-231.4404,-240.5905,-257.9835,-253.9885,-222.6099,-194.2691,-205.9485,-242.1709,-262.1368,-259.8457,-245.8348
35,PLR117,unexpected_b,0,pre,2nd,1002,4810,10,0,1865.3277,32.9019,6.4157,-22.4829,-48.5976,-43.153,-8.1936,23.3016,39.5236,49.563,59.1895,70.5293,95.1922,115.4816,127.7276,128.0758,106.1275,-18.4905,-163.3223,-207.7223,-185.104,-127.5947,-60.6726,5.4112,61.9451,108.5048,154.6461,208.4661,243.5923,266.9891,294.8476,321.6863,319.7173,304.5239,292.482,252.4389,145.085,41.782,-27.8791,-87.431,-126.1732,-130.9348,-93.9508,-31.0024,51.2304,128.6238,195.6552,252.3989,310.9501,373.4197,433.6069,507.4457,583.2371,660.2182,725.0338,776.2412,822.8489,863.583,896.2979,858.7169,486.0501,50.7816,-198.7134,-317.4174,-370.1474,-373.5773,-358.8708,-364.0496,-389.7013,-403.8434,-396.376,-355.6738,-278.2498,-190.3987,-120.8721,-80.8026,-96.5539,-159.6138,-190.9883,-175.3494,-126.729
36,PLR117,anticipated_w,1,post,3rd,1002,4808,14,0,1807.3426,172.1472,50.4462,-58.5671,-117.5975,-115.1194,-69.3222,-3.8473,77.1572,131.5796,154.433,161.1173,170.4756,187.2627,212.3049,238.538,210.3159,59.8117,-56.0985,-59.812,29.9498,159.7747,279.6378,350.5001,349.9052,303.6451,258.4541,260.1425,288.5133,319.0094,314.547,244.4831,132.3987,44.1765,18.7994,59.171,143.2476,224.0031,265.4704,252.4631,215.3038,184.1948,142.3104,-20.7253,-376.6783,-667.3694,-817.4205,-886.3715,-914.8774,-937.3571,-948.7941,-956.3605,-965.8961,-974.2316,-973.3893,-964.0633,-942.0748,-916.3907,-873.1702,-844.1751,-810.4996,-750.4276,-665.7691,-575.781,-493.9165,-424.6279,-367.3755,-324.8362,-286.3578,-252.0095,-197.1655,-138.4957,-105.0253,-99.6267,-133.3847,-212.4077,-248.116,-231.7716,-200.4588,-172.5089,-144.1939
37,PLR117,unexpected_w,1,post,3rd,1003,4810,11,0,2003.7935,-10.7391,29.6164,58.8226,48.8608,-2.14,-44.7989,-50.8543,-26.5223,29.9923,86.417,135.732,182.174,216.9579,228.6571,217.0773,83.6222,-134.1502,-228.5781,-216.6328,-149.0704,-63.0401,-0.87136,30.2286,39.6922,34.539,16.0458,11.883,29.1216,53.4557,48.314,27.0024,14.0091,33.6521,77.3669,134.6368,187.3552,199.2291,160.5052,69.3804,-7.8884,-44.0362,-43.0076,-134.5324,-485.1754,-781.859,-936.3645,-1008.9304,-1049.5981,-1071.9559,-1076.3757,-1068.3449,-1047.2737,-1019.7909,-987.459,-954.322,-919.7318,-889.2871,-870.5028,-878.5975,-880.3878,-846.998,-787.7452,-706.1761,-622.3953,-547.7362,-486.2579,-420.8211,-359.7869,-317.9715,-291.4608,-265.1294,-253.6738,-239.3103,-225.141,-215.2442,-220.4591,-276.4261,-359.3369,-429.3572,-444.5848
38,PLR117,anticipated_b,0,post,3rd,1002,4810,13,1,1834.0494,69.1551,103.3758,74.1313,-32.7404,-98.0401,-93.8957,-47.4618,8.8889,50.6083,89.7545,123.4699,189.8607,288.0153,392.2029,467.3974,446.0759,306.8039,225.6861,213.0093,238.3933,262.8817,246.7898,196.0118,152.3533,137.6891,149.684,164.8911,157.8406,150.1912,137.1313,116.1372,112.0551,124.6517,150.2988,156.3332,119.2517,81.3158,72.9639,95.7512,133.4075,152.6377,128.4537,60.8894,-5.3056,-2.6476,71.9298,190.4995,309.2567,408.7099,498.9193,582.9408,661.542,726.9774,769.6216,799.164,798.3192,780.7388,745.0281,637.5543,196.4187,-242.4713,-437.5616,-520.7757,-572.7909,-600.289,-595.2422,-521.7854,-403.9078,-283.566,-195.353,-135.7952,-103.1065,-95.1345,-100.1502,-84.6353,-41.5434,25.2707,113.4175,188.7792,224.542
